secs,client,point
18819,code,0.49 51.46
18819,code,0.49 51.46
18819,code,0.60 51.33
18819,code,0.60 51.33
18820,code,0.57 51.41
18820,code,0.57 51.41
18820,code,0.52 51.38
18820,code,0.52 51.38
18823,code,-1.62 54.97
18823,code,-1.62 54.97
18823,code,-1.62 54.98
18823,code,-1.62 54.98
18823,code,-1.58 54.97
18823,code,-1.58 54.97
18823,code,-1.69 55.02
18823,code,-1.69 55.02
18823,code,-1.61 54.97
18823,code,-1.61 54.97
18823,code,-1.68 55.05
18823,code,-1.68 55.05
18823,code,-1.58 54.97
18823,code,-1.58 54.97
18823,code,-1.61 54.97
18823,code,-1.61 54.97
18823,code,-1.68 55.01
18823,code,-1.68 55.01
18824,code,-0.12 51.52
18824,code,-0.12 51.52
18824,code,-0.13 51.51
18824,code,-0.13 51.51
18825,code,-1.64 55.19
18825,code,-1.64 55.19
18825,code,-1.92 55.62
18825,code,-1.92 55.62
18825,code,-1.80 55.12
18825,code,-1.80 55.12
18825,code,-1.80 55.68
18825,code,-1.80 55.68
18895,code,-0.18 51.62
18895,code,-0.18 51.62
18918,browser,-1.14 53.51
18918,browser,-1.14 53.51
18984,browser,-0.06 51.46
18984,browser,-0.06 51.46
19034,browser,-0.28 51.71
19034,browser,-0.28 51.71
19087,browser,-1.30 52.92
19087,browser,-1.30 52.92
19114,browser,-0.31 51.45
19114,browser,-0.31 51.45
19114,browser,-1.14 53.51
19114,browser,-1.14 53.51
19153,code,-0.28 51.71
19153,code,-0.28 51.71
19271,browser,-1.30 52.92
19271,browser,-1.30 52.92
19387,browser,-1.30 52.92
19387,browser,-1.30 52.92
19414,browser,-0.66 51.52
19414,browser,-0.66 51.52
19483,browser,-1.12 53.52
19483,browser,-1.12 53.52
19521,browser,-1.30 52.92
19521,browser,-1.30 52.92
19542,code,-1.12 53.52
19542,code,-1.12 53.52
19543,browser,-1.60 54.93
19543,browser,-1.60 54.93
19708,code,-0.66 51.52
19708,code,-0.66 51.52
19730,code,-1.60 54.93
19730,code,-1.60 54.93
19769,browser,-1.45 52.88
19769,browser,-1.45 52.88
19780,browser,-0.78 51.63
19780,browser,-0.78 51.63
19800,code,-0.78 51.63
19800,code,-0.78 51.63
19979,browser,-0.78 51.63
19979,browser,-0.78 51.63
19994,code,-0.78 51.63
19994,code,-0.78 51.63
20111,browser,-1.45 52.88
20111,browser,-1.45 52.88
20259,browser,-0.78 51.61
20259,browser,-0.78 51.61
20307,browser,-1.20 52.86
20307,browser,-1.20 52.86
20323,browser,0.53 51.35
20323,browser,0.53 51.35
20469,browser,-1.24 52.81
20469,browser,-1.24 52.81
20524,browser,0.53 51.35
20524,browser,0.53 51.35
20641,browser,-2.79 52.53
20641,browser,-2.79 52.53
20718,browser,-1.20 52.87
20718,browser,-1.20 52.87
20783,browser,-2.24 51.86
20783,browser,-2.24 51.86
20857,browser,-2.13 51.99
20857,browser,-2.13 51.99
20969,browser,-1.20 52.87
20969,browser,-1.20 52.87
21189,browser,-1.15 53.12
21189,browser,-1.15 53.12
21270,browser,-0.21 51.63
21270,browser,-0.21 51.63
21281,code,-0.21 51.63
21281,code,-0.21 51.63
21287,browser,-0.17 51.55
21287,browser,-0.17 51.55
21307,code,-0.17 51.55
21307,code,-0.17 51.55
21336,browser,-0.78 51.61
21336,browser,-0.78 51.61
21343,code,-2.13 51.99
21343,code,-2.13 51.99
21345,code,-0.78 51.61
21345,code,-0.78 51.61
21417,code,-0.17 51.55
21417,code,-0.17 51.55
21420,browser,-0.17 51.55
21420,browser,-0.17 51.55
21512,browser,-2.27 51.89
21512,browser,-2.27 51.89
21568,browser,-1.48 52.90
21568,browser,-1.48 52.90
21574,browser,-1.67 54.92
21574,browser,-1.67 54.92
21589,code,-1.60 54.95
21589,code,-1.60 54.95
21602,browser,0.53 51.35
21602,browser,0.53 51.35
21604,code,-2.27 51.89
21604,code,-2.27 51.89
21630,code,-1.67 54.92
21630,code,-1.67 54.92
21820,browser,-1.28 52.88
21820,browser,-1.28 52.88
21974,browser,0.47 51.38
21974,browser,0.47 51.38
21982,browser,-1.27 52.89
21982,browser,-1.27 52.89
21996,code,0.47 51.38
21996,code,0.47 51.38
22144,code,0.53 51.35
22144,code,0.53 51.35
22236,browser,-2.24 51.86
22236,browser,-2.24 51.86
22264,code,-2.24 51.86
22264,code,-2.24 51.86
22379,code,-0.09 51.43
22379,code,-0.09 51.43
22379,code,-0.11 51.49
22379,code,-0.11 51.49
22379,code,-0.10 51.50
22379,code,-0.10 51.50
22379,code,-0.12 51.47
22379,code,-0.12 51.47
22379,code,-0.11 51.49
22379,code,-0.11 51.49
22379,code,-0.12 51.47
22379,code,-0.12 51.47
22379,code,-0.12 51.41
22379,code,-0.12 51.41
22379,code,-0.11 51.49
22379,code,-0.11 51.49
22379,code,-0.11 51.49
22379,code,-0.11 51.49
22379,code,-0.11 51.46
22379,code,-0.11 51.46
22382,code,-0.11 51.42
22382,code,-0.11 51.42
22382,code,-0.11 51.50
22382,code,-0.11 51.50
22382,code,-0.12 51.44
22382,code,-0.12 51.44
22382,code,-0.08 51.44
22382,code,-0.08 51.44
22382,code,-0.13 51.45
22382,code,-0.13 51.45
22386,code,-0.07 51.48
22386,code,-0.07 51.48
22386,code,-0.10 51.50
22386,code,-0.10 51.50
22386,code,-0.09 51.50
22386,code,-0.09 51.50
22386,code,-0.09 51.48
22386,code,-0.09 51.48
22386,code,-0.09 51.45
22386,code,-0.09 51.45
22386,code,-0.09 51.50
22386,code,-0.09 51.50
22386,code,-0.08 51.49
22386,code,-0.08 51.49
22386,code,-0.08 51.50
22386,code,-0.08 51.50
22386,code,-0.08 51.49
22386,code,-0.08 51.49
22386,code,-0.09 51.50
22386,code,-0.09 51.50
22387,code,-0.05 51.50
22387,code,-0.05 51.50
22387,code,-0.07 51.48
22387,code,-0.07 51.48
22389,code,-0.05 51.49
22389,code,-0.05 51.49
22390,code,-0.07 51.43
22390,code,-0.07 51.43
22390,code,-0.06 51.49
22390,code,-0.06 51.49
22393,code,-0.51 51.66
22393,code,-0.51 51.66
22393,code,-0.62 51.68
22393,code,-0.62 51.68
22393,code,-0.52 51.51
22393,code,-0.52 51.51
22393,code,-0.52 51.51
22393,code,-0.52 51.51
22393,code,-0.53 51.65
22393,code,-0.53 51.65
22394,code,-0.84 51.66
22394,code,-0.84 51.66
22394,code,-0.62 51.68
22394,code,-0.62 51.68
22394,code,-0.70 51.67
22394,code,-0.70 51.67
22394,code,-0.63 51.73
22394,code,-0.63 51.73
22394,code,-0.84 51.66
22394,code,-0.84 51.66
22396,code,-0.83 51.72
22396,code,-0.83 51.72
22396,code,-0.81 51.73
22396,code,-0.81 51.73
22396,code,-0.57 51.67
22396,code,-0.57 51.67
22396,code,-0.65 51.55
22396,code,-0.65 51.55
22397,code,-0.91 51.94
22397,code,-0.91 51.94
22397,code,-1.00 51.95
22397,code,-1.00 51.95
22397,code,-0.70 51.60
22397,code,-0.70 51.60
22397,code,-0.73 51.75
22397,code,-0.73 51.75
22397,code,-0.70 51.69
22397,code,-0.70 51.69
22397,code,-0.77 51.56
22397,code,-0.77 51.56
22397,code,-0.89 51.55
22397,code,-0.89 51.55
22399,code,-0.82 51.82
22399,code,-0.82 51.82
22399,code,-0.83 51.80
22399,code,-0.83 51.80
22399,code,-0.66 51.61
22399,code,-0.66 51.61
22399,code,-0.77 51.67
22399,code,-0.77 51.67
22400,code,-0.63 51.73
22400,code,-0.63 51.73
22400,code,-0.62 51.66
22400,code,-0.62 51.66
22400,code,-0.58 51.81
22400,code,-0.58 51.81
22400,code,-0.80 51.73
22400,code,-0.80 51.73
22400,code,-0.78 51.75
22400,code,-0.78 51.75
22401,code,-0.62 51.56
22401,code,-0.62 51.56
22401,code,-0.68 51.56
22401,code,-0.68 51.56
22401,code,-0.58 51.81
22401,code,-0.58 51.81
22405,code,1.07 51.27
22405,code,1.07 51.27
22405,code,1.07 51.27
22405,code,1.07 51.27
22405,code,1.10 51.27
22405,code,1.10 51.27
22405,code,1.02 51.35
22405,code,1.02 51.35
22406,code,1.14 51.27
22406,code,1.14 51.27
22408,code,1.09 51.27
22408,code,1.09 51.27
22408,code,1.08 51.27
22408,code,1.08 51.27
22408,code,1.05 51.28
22408,code,1.05 51.28
22411,code,1.14 51.33
22411,code,1.14 51.33
22411,code,1.07 51.28
22411,code,1.07 51.28
22411,code,1.07 51.27
22411,code,1.07 51.27
22411,code,1.08 51.32
22411,code,1.08 51.32
22411,code,1.08 51.28
22411,code,1.08 51.28
22411,code,1.08 51.28
22411,code,1.08 51.28
22412,code,0.98 51.33
22412,code,0.98 51.33
22412,code,1.11 51.22
22412,code,1.11 51.22
22412,code,1.20 51.31
22412,code,1.20 51.31
22412,code,1.15 51.30
22412,code,1.15 51.30
22412,code,1.19 51.31
22412,code,1.19 51.31
22413,code,1.06 51.36
22413,code,1.06 51.36
22415,code,-1.10 53.47
22415,code,-1.10 53.47
22415,code,-1.12 53.52
22415,code,-1.12 53.52
22415,code,-1.19 53.60
22415,code,-1.19 53.60
22415,code,-1.22 53.55
22415,code,-1.22 53.55
22415,code,-2.57 51.45
22415,code,-2.57 51.45
22416,code,-1.13 53.51
22416,code,-1.13 53.51
22416,code,-1.12 53.52
22416,code,-1.12 53.52
22416,code,-1.01 53.61
22416,code,-1.01 53.61
22416,code,-1.12 53.52
22416,code,-1.12 53.52
22416,code,-1.23 53.48
22416,code,-1.23 53.48
22418,code,-1.12 53.52
22418,code,-1.12 53.52
22418,code,-1.17 53.53
22418,code,-1.17 53.53
22418,code,-1.23 53.61
22418,code,-1.23 53.61
22418,code,-0.92 53.56
22418,code,-0.92 53.56
22418,code,-0.92 53.54
22418,code,-0.92 53.54
22418,code,-1.27 53.50
22418,code,-1.27 53.50
22418,code,-1.12 53.52
22418,code,-1.12 53.52
22418,code,-0.92 53.54
22418,code,-0.92 53.54
22420,code,-2.25 51.85
22420,code,-2.25 51.85
22421,code,-2.24 51.85
22421,code,-2.24 51.85
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22421,code,-2.24 51.86
22423,code,0.43 51.37
22423,code,0.43 51.37
22423,code,0.61 51.34
22423,code,0.61 51.34
22423,code,0.64 51.47
22423,code,0.64 51.47
22423,code,0.42 51.34
22423,code,0.42 51.34
22423,code,0.47 51.45
22423,code,0.47 51.45
22424,code,0.52 51.46
22424,code,0.52 51.46
22424,code,0.54 51.39
22424,code,0.54 51.39
22424,code,0.50 51.39
22424,code,0.50 51.39
22424,code,0.49 51.46
22424,code,0.49 51.46
22424,code,0.57 51.41
22424,code,0.57 51.41
22424,code,0.60 51.33
22424,code,0.60 51.33
22424,code,0.52 51.38
22424,code,0.52 51.38
22427,code,-0.12 51.52
22427,code,-0.12 51.52
22427,code,-1.62 54.97
22427,code,-1.62 54.97
22427,code,-1.62 54.98
22427,code,-1.62 54.98
22427,code,-0.13 51.51
22427,code,-0.13 51.51
22427,code,-1.58 54.97
22427,code,-1.58 54.97
22427,code,-1.69 55.02
22427,code,-1.69 55.02
22427,code,-1.61 54.97
22427,code,-1.61 54.97
22427,code,-1.68 55.05
22427,code,-1.68 55.05
22427,code,-1.58 54.97
22427,code,-1.58 54.97
22427,code,-1.61 54.97
22427,code,-1.61 54.97
22427,code,-1.68 55.01
22427,code,-1.68 55.01
22428,code,-1.64 55.19
22428,code,-1.64 55.19
22428,code,-1.92 55.62
22428,code,-1.92 55.62
22428,code,-1.80 55.12
22428,code,-1.80 55.12
22428,code,-1.80 55.68
22428,code,-1.80 55.68
22439,browser,-1.75 54.92
22439,browser,-1.75 54.92
22548,browser,-0.78 51.61
22548,browser,-0.78 51.61
22566,code,-0.78 51.61
22566,code,-0.78 51.61
22592,code,-1.75 54.92
22592,code,-1.75 54.92
22833,browser,-0.78 51.61
22833,browser,-0.78 51.61
22846,code,-0.78 51.61
22846,code,-0.78 51.61
22944,browser,-0.14 51.61
22944,browser,-0.14 51.61
23006,code,-0.14 51.61
23006,code,-0.14 51.61
23037,browser,-2.26 51.81
23037,browser,-2.26 51.81
23113,code,-2.26 51.81
23113,code,-2.26 51.81
23320,browser,-0.78 51.61
23320,browser,-0.78 51.61
23333,code,-0.78 51.61
23333,code,-0.78 51.61
23687,browser,-0.25 51.60
23687,browser,-0.25 51.60
23723,code,-0.25 51.60
23723,code,-0.25 51.60
24200,browser,-0.91 51.87
24200,browser,-0.91 51.87
24214,code,-0.91 51.87
24214,code,-0.91 51.87
24296,browser,-0.91 51.87
24296,browser,-0.91 51.87
24304,browser,-0.91 51.87
24304,browser,-0.91 51.87
24315,code,-0.92 51.87
24315,code,-0.92 51.87
24378,browser,-0.21 51.56
24378,browser,-0.21 51.56
24517,browser,-0.54 51.60
24517,browser,-0.54 51.60
24658,browser,-0.54 51.60
24658,browser,-0.54 51.60
24658,browser,-0.08 51.48
24658,browser,-0.08 51.48
24680,code,-0.08 51.48
24680,code,-0.08 51.48
25336,browser,-0.49 51.55
25336,browser,-0.49 51.55
25337,browser,-0.20 51.59
25337,browser,-0.20 51.59
25349,browser,-0.20 51.59
25349,browser,-0.20 51.59
25366,code,-0.20 51.59
25366,code,-0.20 51.59
25519,browser,-1.04 53.53
25519,browser,-1.04 53.53
25591,code,-1.04 53.52
25591,code,-1.04 53.52
25906,code,-1.04 53.52
25906,code,-1.04 53.52
25909,browser,-1.04 53.53
25909,browser,-1.04 53.53
25974,code,-0.09 51.43
25974,code,-0.09 51.43
25974,code,-0.11 51.49
25974,code,-0.11 51.49
25974,code,-0.10 51.50
25974,code,-0.10 51.50
25974,code,-0.12 51.47
25974,code,-0.12 51.47
25974,code,-0.11 51.49
25974,code,-0.11 51.49
25974,code,-0.12 51.47
25974,code,-0.12 51.47
25974,code,-0.12 51.41
25974,code,-0.12 51.41
25974,code,-0.11 51.49
25974,code,-0.11 51.49
25974,code,-0.11 51.49
25974,code,-0.11 51.49
25974,code,-0.11 51.46
25974,code,-0.11 51.46
25977,code,-0.11 51.42
25977,code,-0.11 51.42
25977,code,-0.11 51.50
25977,code,-0.11 51.50
25977,code,-0.12 51.44
25977,code,-0.12 51.44
25977,code,-0.08 51.44
25977,code,-0.08 51.44
25977,code,-0.13 51.45
25977,code,-0.13 51.45
25981,code,-0.05 51.50
25981,code,-0.05 51.50
25981,code,-0.07 51.48
25981,code,-0.07 51.48
25981,code,-0.07 51.48
25981,code,-0.07 51.48
25981,code,-0.10 51.50
25981,code,-0.10 51.50
25981,code,-0.09 51.50
25981,code,-0.09 51.50
25981,code,-0.09 51.48
25981,code,-0.09 51.48
25981,code,-0.09 51.45
25981,code,-0.09 51.45
25981,code,-0.09 51.50
25981,code,-0.09 51.50
25981,code,-0.08 51.49
25981,code,-0.08 51.49
25981,code,-0.08 51.50
25981,code,-0.08 51.50
25981,code,-0.08 51.49
25981,code,-0.08 51.49
25981,code,-0.09 51.50
25981,code,-0.09 51.50
25984,code,-0.05 51.49
25984,code,-0.05 51.49
25984,code,-0.06 51.49
25984,code,-0.06 51.49
25985,code,-0.07 51.43
25985,code,-0.07 51.43
25988,code,-0.84 51.66
25988,code,-0.84 51.66
25988,code,-0.51 51.66
25988,code,-0.51 51.66
25988,code,-0.62 51.68
25988,code,-0.62 51.68
25988,code,-0.62 51.68
25988,code,-0.62 51.68
25988,code,-0.70 51.67
25988,code,-0.70 51.67
25988,code,-0.52 51.51
25988,code,-0.52 51.51
25988,code,-0.52 51.51
25988,code,-0.52 51.51
25988,code,-0.63 51.73
25988,code,-0.63 51.73
25988,code,-0.84 51.66
25988,code,-0.84 51.66
25988,code,-0.53 51.65
25988,code,-0.53 51.65
25990,code,-0.83 51.72
25990,code,-0.83 51.72
25991,code,-0.91 51.94
25991,code,-0.91 51.94
25991,code,-0.81 51.73
25991,code,-0.81 51.73
25991,code,-0.57 51.67
25991,code,-0.57 51.67
25991,code,-0.65 51.55
25991,code,-0.65 51.55
25991,code,-0.70 51.60
25991,code,-0.70 51.60
25991,code,-0.73 51.75
25991,code,-0.73 51.75
25991,code,-0.70 51.69
25991,code,-0.70 51.69
25991,code,-0.77 51.56
25991,code,-0.77 51.56
25991,code,-0.89 51.55
25991,code,-0.89 51.55
25992,code,-1.00 51.95
25992,code,-1.00 51.95
25993,code,-0.66 51.61
25993,code,-0.66 51.61
25994,code,-0.82 51.82
25994,code,-0.82 51.82
25994,code,-0.63 51.73
25994,code,-0.63 51.73
25994,code,-0.83 51.80
25994,code,-0.83 51.80
25994,code,-0.62 51.66
25994,code,-0.62 51.66
25994,code,-0.77 51.67
25994,code,-0.77 51.67
25995,code,-0.58 51.81
25995,code,-0.58 51.81
25995,code,-0.80 51.73
25995,code,-0.80 51.73
25995,code,-0.78 51.75
25995,code,-0.78 51.75
25996,code,-0.62 51.56
25996,code,-0.62 51.56
25996,code,-0.68 51.56
25996,code,-0.68 51.56
25996,code,-0.58 51.81
25996,code,-0.58 51.81
26001,code,1.07 51.27
26001,code,1.07 51.27
26001,code,1.07 51.27
26001,code,1.07 51.27
26001,code,1.10 51.27
26001,code,1.10 51.27
26001,code,1.02 51.35
26001,code,1.02 51.35
26003,code,1.14 51.27
26003,code,1.14 51.27
26004,code,1.09 51.27
26004,code,1.09 51.27
26004,code,1.08 51.27
26004,code,1.08 51.27
26004,code,1.05 51.28
26004,code,1.05 51.28
26007,code,1.07 51.28
26007,code,1.07 51.28
26007,code,1.08 51.32
26007,code,1.08 51.32
26008,code,1.14 51.33
26008,code,1.14 51.33
26008,code,1.07 51.27
26008,code,1.07 51.27
26008,code,1.08 51.28
26008,code,1.08 51.28
26008,code,1.08 51.28
26008,code,1.08 51.28
26009,code,1.20 51.31
26009,code,1.20 51.31
26010,code,0.98 51.33
26010,code,0.98 51.33
26010,code,1.11 51.22
26010,code,1.11 51.22
26010,code,1.15 51.30
26010,code,1.15 51.30
26010,code,1.19 51.31
26010,code,1.19 51.31
26010,code,1.06 51.36
26010,code,1.06 51.36
26013,code,-1.10 53.47
26013,code,-1.10 53.47
26013,code,-1.12 53.52
26013,code,-1.12 53.52
26013,code,-1.13 53.51
26013,code,-1.13 53.51
26013,code,-1.19 53.60
26013,code,-1.19 53.60
26013,code,-1.12 53.52
26013,code,-1.12 53.52
26013,code,-1.22 53.55
26013,code,-1.22 53.55
26013,code,-1.01 53.61
26013,code,-1.01 53.61
26013,code,-1.12 53.52
26013,code,-1.12 53.52
26013,code,-1.23 53.48
26013,code,-1.23 53.48
26013,code,-2.57 51.45
26013,code,-2.57 51.45
26016,code,-1.12 53.52
26016,code,-1.12 53.52
26016,code,-1.17 53.53
26016,code,-1.17 53.53
26016,code,-1.23 53.61
26016,code,-1.23 53.61
26016,code,-0.92 53.56
26016,code,-0.92 53.56
26016,code,-0.92 53.54
26016,code,-0.92 53.54
26016,code,-1.27 53.50
26016,code,-1.27 53.50
26016,code,-1.12 53.52
26016,code,-1.12 53.52
26016,code,-0.92 53.54
26016,code,-0.92 53.54
26019,code,-2.25 51.85
26019,code,-2.25 51.85
26019,code,-2.24 51.85
26019,code,-2.24 51.85
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26019,code,-2.24 51.86
26022,code,0.43 51.37
26022,code,0.43 51.37
26022,code,0.61 51.34
26022,code,0.61 51.34
26022,code,0.64 51.47
26022,code,0.64 51.47
26022,code,0.42 51.34
26022,code,0.42 51.34
26022,code,0.47 51.45
26022,code,0.47 51.45
26022,code,0.52 51.46
26022,code,0.52 51.46
26022,code,0.54 51.39
26022,code,0.54 51.39
26022,code,0.50 51.39
26022,code,0.50 51.39
26022,code,0.49 51.46
26022,code,0.49 51.46
26022,code,0.60 51.33
26022,code,0.60 51.33
26023,code,0.57 51.41
26023,code,0.57 51.41
26023,code,0.52 51.38
26023,code,0.52 51.38
26026,code,-1.62 54.97
26026,code,-1.62 54.97
26026,code,-1.62 54.98
26026,code,-1.62 54.98
26026,code,-1.58 54.97
26026,code,-1.58 54.97
26026,code,-1.69 55.02
26026,code,-1.69 55.02
26026,code,-1.61 54.97
26026,code,-1.61 54.97
26026,code,-1.68 55.05
26026,code,-1.68 55.05
26026,code,-1.58 54.97
26026,code,-1.58 54.97
26026,code,-1.61 54.97
26026,code,-1.61 54.97
26026,code,-1.68 55.01
26026,code,-1.68 55.01
26027,code,-0.12 51.52
26027,code,-0.12 51.52
26027,code,-0.13 51.51
26027,code,-0.13 51.51
26028,code,-1.64 55.19
26028,code,-1.64 55.19
26028,code,-1.92 55.62
26028,code,-1.92 55.62
26028,code,-1.80 55.12
26028,code,-1.80 55.12
26028,code,-1.80 55.68
26028,code,-1.80 55.68
26143,browser,-1.05 53.49
26143,browser,-1.05 53.49
26220,browser,-1.04 53.53
26220,browser,-1.04 53.53
26228,browser,-1.08 53.53
26228,browser,-1.08 53.53
26236,code,-1.04 53.52
26236,code,-1.04 53.52
26240,browser,-1.08 53.53
26240,browser,-1.08 53.53
26244,browser,-1.08 53.53
26244,browser,-1.08 53.53
26252,browser,-1.08 53.53
26252,browser,-1.08 53.53
26478,code,-1.08 53.53
26478,code,-1.08 53.53
26699,code,-1.04 53.52
26699,code,-1.04 53.52
26703,browser,-1.04 53.53
26703,browser,-1.04 53.53
26717,browser,-0.60 51.71
26717,browser,-0.60 51.71
26808,code,-0.60 51.71
26808,code,-0.60 51.71
27153,browser,-1.07 52.01
27153,browser,-1.07 52.01
27369,browser,0.50 51.38
27369,browser,0.50 51.38
27471,code,0.50 51.38
27471,code,0.50 51.38
27743,browser,-0.21 51.56
27743,browser,-0.21 51.56
27746,browser,-0.26 51.62
27746,browser,-0.26 51.62
27770,browser,-0.14 51.63
27770,browser,-0.14 51.63
27850,code,-0.26 51.62
27850,code,-0.26 51.62
27876,browser,-2.24 51.86
27876,browser,-2.24 51.86
27988,browser,-0.18 51.55
27988,browser,-0.18 51.55
28037,code,-0.18 51.55
28037,code,-0.18 51.55
28103,browser,-1.96 51.73
28103,browser,-1.96 51.73
28165,browser,-0.18 51.55
28165,browser,-0.18 51.55
28189,code,-0.18 51.55
28189,code,-0.18 51.55
28470,browser,-0.36 51.81
28470,browser,-0.36 51.81
29564,code,-0.09 51.43
29564,code,-0.09 51.43
29564,code,-0.11 51.49
29564,code,-0.11 51.49
29564,code,-0.10 51.50
29564,code,-0.10 51.50
29564,code,-0.12 51.47
29564,code,-0.12 51.47
29564,code,-0.11 51.49
29564,code,-0.11 51.49
29564,code,-0.12 51.47
29564,code,-0.12 51.47
29564,code,-0.12 51.41
29564,code,-0.12 51.41
29564,code,-0.11 51.49
29564,code,-0.11 51.49
29564,code,-0.11 51.49
29564,code,-0.11 51.49
29564,code,-0.11 51.46
29564,code,-0.11 51.46
29567,code,-0.11 51.42
29567,code,-0.11 51.42
29567,code,-0.11 51.50
29567,code,-0.11 51.50
29567,code,-0.12 51.44
29567,code,-0.12 51.44
29567,code,-0.08 51.44
29567,code,-0.08 51.44
29567,code,-0.13 51.45
29567,code,-0.13 51.45
29571,code,-0.05 51.50
29571,code,-0.05 51.50
29571,code,-0.07 51.48
29571,code,-0.07 51.48
29571,code,-0.07 51.48
29571,code,-0.07 51.48
29571,code,-0.10 51.50
29571,code,-0.10 51.50
29571,code,-0.09 51.50
29571,code,-0.09 51.50
29571,code,-0.09 51.48
29571,code,-0.09 51.48
29571,code,-0.09 51.45
29571,code,-0.09 51.45
29571,code,-0.09 51.50
29571,code,-0.09 51.50
29571,code,-0.08 51.49
29571,code,-0.08 51.49
29571,code,-0.08 51.50
29571,code,-0.08 51.50
29571,code,-0.08 51.49
29571,code,-0.08 51.49
29571,code,-0.09 51.50
29571,code,-0.09 51.50
29574,code,-0.05 51.49
29574,code,-0.05 51.49
29574,code,-0.06 51.49
29574,code,-0.06 51.49
29575,code,-0.07 51.43
29575,code,-0.07 51.43
29578,code,-0.84 51.66
29578,code,-0.84 51.66
29578,code,-0.51 51.66
29578,code,-0.51 51.66
29578,code,-0.62 51.68
29578,code,-0.62 51.68
29578,code,-0.62 51.68
29578,code,-0.62 51.68
29578,code,-0.70 51.67
29578,code,-0.70 51.67
29578,code,-0.52 51.51
29578,code,-0.52 51.51
29578,code,-0.52 51.51
29578,code,-0.52 51.51
29578,code,-0.63 51.73
29578,code,-0.63 51.73
29578,code,-0.84 51.66
29578,code,-0.84 51.66
29578,code,-0.53 51.65
29578,code,-0.53 51.65
29580,code,-0.83 51.72
29580,code,-0.83 51.72
29580,code,-0.81 51.73
29580,code,-0.81 51.73
29580,code,-0.65 51.55
29580,code,-0.65 51.55
29580,code,-1.00 51.95
29580,code,-1.00 51.95
29580,code,-0.70 51.60
29580,code,-0.70 51.60
29580,code,-0.89 51.55
29580,code,-0.89 51.55
29581,code,-0.91 51.94
29581,code,-0.91 51.94
29581,code,-0.57 51.67
29581,code,-0.57 51.67
29581,code,-0.73 51.75
29581,code,-0.73 51.75
29581,code,-0.70 51.69
29581,code,-0.70 51.69
29581,code,-0.77 51.56
29581,code,-0.77 51.56
29582,code,-0.66 51.61
29582,code,-0.66 51.61
29583,code,-0.82 51.82
29583,code,-0.82 51.82
29583,code,-0.63 51.73
29583,code,-0.63 51.73
29583,code,-0.83 51.80
29583,code,-0.83 51.80
29583,code,-0.62 51.66
29583,code,-0.62 51.66
29583,code,-0.58 51.81
29583,code,-0.58 51.81
29583,code,-0.80 51.73
29583,code,-0.80 51.73
29583,code,-0.78 51.75
29583,code,-0.78 51.75
29583,code,-0.77 51.67
29583,code,-0.77 51.67
29585,code,-0.62 51.56
29585,code,-0.62 51.56
29585,code,-0.68 51.56
29585,code,-0.68 51.56
29585,code,-0.58 51.81
29585,code,-0.58 51.81
29588,code,1.07 51.27
29588,code,1.07 51.27
29588,code,1.07 51.27
29588,code,1.07 51.27
29588,code,1.10 51.27
29588,code,1.10 51.27
29588,code,1.02 51.35
29588,code,1.02 51.35
29591,code,1.14 51.27
29591,code,1.14 51.27
29591,code,1.09 51.27
29591,code,1.09 51.27
29591,code,1.08 51.27
29591,code,1.08 51.27
29592,code,1.05 51.28
29592,code,1.05 51.28
29594,code,1.14 51.33
29594,code,1.14 51.33
29594,code,1.07 51.28
29594,code,1.07 51.28
29594,code,1.08 51.32
29594,code,1.08 51.32
29594,code,1.08 51.28
29594,code,1.08 51.28
29594,code,1.08 51.28
29594,code,1.08 51.28
29596,code,0.98 51.33
29596,code,0.98 51.33
29596,code,1.11 51.22
29596,code,1.11 51.22
29596,code,1.20 51.31
29596,code,1.20 51.31
29596,code,1.15 51.30
29596,code,1.15 51.30
29596,code,1.19 51.31
29596,code,1.19 51.31
29596,code,1.07 51.27
29596,code,1.07 51.27
29597,code,1.06 51.36
29597,code,1.06 51.36
29600,code,-1.10 53.47
29600,code,-1.10 53.47
29600,code,-1.12 53.52
29600,code,-1.12 53.52
29600,code,-1.13 53.51
29600,code,-1.13 53.51
29600,code,-1.19 53.60
29600,code,-1.19 53.60
29600,code,-1.12 53.52
29600,code,-1.12 53.52
29600,code,-1.22 53.55
29600,code,-1.22 53.55
29600,code,-1.01 53.61
29600,code,-1.01 53.61
29600,code,-1.12 53.52
29600,code,-1.12 53.52
29600,code,-1.23 53.48
29600,code,-1.23 53.48
29600,code,-2.57 51.45
29600,code,-2.57 51.45
